text,trans
わーいありがとふゆゆーっ\nふゆゆのエールで\n三峰、今日も頑張れそうです！,"와ー고마워 후유유\n후유유의 응원으로\n미츠미네, 오늘도 힘낼 수 있을거 같아!"
夏葉さんのスタイル\n引き締まっててすごいなぁ……,나츠하씨의 스타일\n관리가 잘 되어 있어서 굉장하네……
うふふ、ありがとう\nトレーニング\nの成果かしらね？,"우후후, 고마워\n트레이닝의\n효과려나?"
冬優子は休みの日は\n何をしているの？,후유코는 휴일에\n뭐 하고 있어?
えっ、……普通に\nお買い物とかかな？\n夏葉さんは？,"엣, ……평범하게\n쇼핑 같은 거려나?\n나츠하 씨는?"
（同族のにおい……\nするっちゃするんだけど……）,(동족의 냄새……\n나기는 나는데……)
（触れていいやら\n悪いやら……）,(건드려도 되는 건지\n안되는 건지……)
駅でしたら……\n凛世も……,역으로 가시는 거면……\n린제도……
わぁっ\n一緒に帰れるの！？\n行こうー！,앗\n함께 돌아가는 거야!?\n가자ー!
紙の本が……\nかさばってまいりました……,종이책이……\n늘어나 버렸습니다……
わかる……！\nしまうところ、\nすぐなくなっちゃうよね……！,"알 거 같아……!\n정리해 둘 곳, \n금방 없어져 버리지……!"
ジェットコースター、フリーフォール、バイキング──,"제트코스터, 프리폴, 바이킹──"
わーっ、絶対楽しい……！\nチョコっ、今度遊園地行こうよー！,"우와, 분명 즐거울 거야……!\n쵸코, 다음에 유원지 가자ー!"
この間出かけた時、弟がさらっと歩くスピードを合わせてくれたんだけど……成長って早いんだね……,"저번에 외출했었을 때, 남동생이 슬쩍 걷는 속도를 맞춰줬는데……성장이란 빠르네……"
さすがは……弟さま……\nブレザーさまのごとく……\nお優しい……,역시……남동생님……\n블레이저님과도 같이……\n상냥하셔라……
最近の新作チョコで美味しかったのってある？,최근 신상 쵸코중에서 맛있었던거 있어?
あるよ！　私のおすすめは──こちら！　よかったら、めぐるちゃんも食べてみてっ,"있어! 내 추천은──이거! 괜찮으면, 메구루쨩도 먹어봐"
わたしも和服をびしっと着こなせたらいいのに……すぐ着崩れちゃうんだー……,나도 기모노를 멋지게 소화할 수 있으면 좋을텐데……금방 옷 매무새가 흐트러져ー……
凛世も……\nめぐるさんのように……\nジャージを着こなせたら……,린제도……\n메구루 씨처럼……\n츄리닝을 소화할 수 있다면……
うちがめいめいなら～\n結華ちゃんはゆいゆい？\nそれか～……みつみつ？,내가 메이메이라면~\n유이카쨩은 유이유이?\n아니면~……미츠미츠?
ふふ～！\nお好きな呼び方でどーうぞ！,후후~!\n마음에 드는 걸로 부르시길!
『めいめい』もまた……\nパンダ感……\n三峰実はパンダ好きなのかなぁ,『메이메이』는……\n판다 느낌……\n미츠미네 실은 판다 좋아하는 거려나
パンダ～？\n実物はちょっとゴツいけど、\nぬいぐるみとかは可愛いよね！,"판다~?\n실물은 좀 우락부락하지만,\n봉제인형 같은 건 귀엽지!"
樹里ちゃん、この間タオルを貸してくれて、ありがとう……っ\nお礼の代わりによかったらこれ,"쥬리쨩, 저번에 타올 빌려줘서, 고마워……\n보답으로 괜찮다면 이걸"
え？！　タオルくらい\n気にすんなっつーの……\n……けど、サンキューな,"뭐?! 타올 같은 거\n신경쓰지 말라니까……\n……그치만, 땡큐"
最近、鳥のグッズとかみると\nつい真乃のこと\n思い出すんだよな……,"최근, 새의 굿즈를 보면\n무심코 마노가\n생각나 버려……"
ふふっ\nなんだかうれしいな……っ,후훗\n어쩐지 기쁜걸……
ストイックに前を見据える夏葉のまなざしは\nどんな宝石よりも輝いているね,올곧게 앞을 응시하는 나츠하의 시선은\n어떤 보석보다도 빛나는걸
うふふ、そうかしら？\nそう見えていたら、嬉しいけれど,"우후후, 그런가?\n그렇게 보인다면, 기쁘지만"
体型維持の秘訣、\n何かあるのかしら？,"체형유지의 비결, \n무언가 있는 거야?"
おや？\n私の助言なんて\n必要無いと思うけれど,어라?\n내 조언 같은 건\n필요 없을 거라 생각하는데
私、『破天荒』って言葉が\n好きなのよ,"나, 『파천황』이라는 말이\n좋아"
へえ、そうなんすか,"헤에, 그렇슴까"
夏葉さんって\nどのくらい重いもの\n持てるっすか？,나츠하씨는\n어느 정도 무거운 걸\n들 수 있슴까?
うふふ、そうね……\nあさひのことくらいなら\n軽々抱えられるかしらね？,"우후후, 그렇네……\n아사히 정도라면\n가볍게 들 수 있지 않을까?"
……今度事務所の高２で\n集まって勉強会すんだけど\n霧子も来るよな？,……이번에 사무소 고2끼리\n모여서 공부회를 할건데\n키리코도 올거지?
わ……うん……！\n地理は……取ってなくて……\n大丈夫……？,와……응……!\n지리는……안 들었는데……\n괜찮아……?
ねぇきりりん\n今見えてるきりりんの世界、\nおすそ分けがほしいな～なんて,"저기 키리링\n지금 보이고 있는 키리링의 세계,\n나눠줬음 좋겠는데~헤헤"
ふふ……\nそれじゃ……\n目を閉じて……,후후……\n그러면……\n눈을 감아……
青空は……\n英語で……,푸른 하늘은……\n영어로……
ア・ブルー・スカイ！\nきりりんの目に映ってる,어・블루・스카이!\n키리링의 눈에 비치고 있어
あ……\nカバン……\n開いてるかも……！,아……\n가방……\n열려 있을지도……!
えっ、わりー\nサンキューな,"엑, 이런\n땡큐"
樹里～～～\n寮の冷蔵庫に入れとった\nうちのプリン知らん～？,쥬리~~~\n기숙사 냉장고에 넣어뒀던\n내 푸딩 못 봤어야~?
え……！　あ、あれ\nアタシのかと思って……！\nごめん！　今日買ってくる！,"어……! 어, 어라\n내 건 줄 알고……!\n미안! 오늘 사올게!"
恋鐘の洗濯物のタオル、\nアタシのと混じってたから\nあとで部屋に持ってくな,"코가네가 세탁하려던 타올,\n내 거랑 섞여서\n나중에 방으로 갖다줄게"
ふぇ……！\nごめん樹里～！\nありがと～～～！,후에……!\n미안 쥬리~!\n고마워~~~!
た、田中さん……！\nえ、えと……その……\nその、あうう……,"타, 타나카씨……!\n저, 저기……그……\n그게, 아우우……"
ちょっとー\n言い終わる前に\n自滅しないでよー,잠깐ー\n다 말하기도 전에\n자멸하지 말아줘ー
さて摩美々、\n今日のご気分は？,"그러면 마미미, \n오늘의 기분은?"
んー\nお休みの気分でーす,으음ー\n휴식 기분입니다ー
明日はぁ\n久しぶりのオフー,내일은\n오랜만의 오프
……おや\nそれはお誘いととっていいのかな？,……어라\n그건 권유라고 생각해도 좋은 거려나?
坊主がぁ屏風にー上手にー\n坊主の絵を書いたぁ,동자가 병풍에ー능숙하게ー\n동자의 그림을 그렸다
──ぼびゅっ……\n…………あう……,──동쟈……\n…………아으……
甜花ちゃん、\nこのゲーム教えて！\n今度弟とやるんだ～,"텐카쨩,\n이 게임 알려줘!\n이번에 동생이랑 할 거거든~"
……このゲーム……甜花、得意……！\nて、甜花で……よければ……教えてあげる……！,"……이 게임……텐카, 잘 해……!\n테, 텐카라도……괜찮으면……알려줄게……!"
ほらほら～！\n待て待て～！,야 야~!\n기다려 기다려~!
あはは！\n捕まえてみるっす～！,아하하!\n잡아보시는 검다~!
愛依ちゃん！\nこれ、今日の習字で\n書いたっす！,"메이쨩!\n이거, 오늘 습자로\n썼슴다!"
おぉ～！\n上手くなってるじゃ～ん♪,오~!\n이제 잘 하잖아~♪
和泉さん……妹、いるんだ……\n甜花……なーちゃん、いて……\nおんなじ……,"이즈미 씨…… 여동생, 있구나……\n텐카…… 나쨩, 있으니까……\n똑같아……"
アハハ\nおねーちゃん仲間～♪,아하하\n언니 동료~♪
冬優子、冬優子ちゃん、ふゆちゃん、ふゆ……うーん、やっぱ『ふゆちゃん』かなぁ？,"후유코, 후유코쨩, 후유쨩, 후유…… 으음ー, 역시 『후유쨩』인가?"
わあ！　うん、そう呼んでもらえると嬉しいな♡,"와아! 응, 그렇게 불러주면 기쁠 것 같아♡"
めぐるちゃん！\nその……ダンスを、教えてほしいんだけど……どうかな？,"메구루쨩!\n그…… 댄스를, 가르쳐줬으면 하는데…… 괜찮을까?"
秘密の特訓ってことだよね……？　もっちろん！　えへへっ、一緒に頑張ろうね！,"비밀 특훈이란 말이지……? 물론! 에헤헷, 같이 열심히 하자!"
甘奈ちゃんのファッションって\nいっつも可愛いよね！\nなんでも着こなしてすごいなぁ,아마나쨩 패션은\n항상 귀엽네!\n뭐든 잘 입으니까 대단하다
えへへ☆　ありがと！\n可愛い服を見てると\nテンション上がるよね☆,에헤헤☆ 고마워!\n귀여운 옷 보고 있으면\n텐션 오르지☆
ふゆちゃん、何か落としたよ！\nあ！　このキーホルダー\nめっちゃかわいー,"후유쨩, 뭐 떨어뜨렸어!\n아! 이 키 홀더\n엄청 귀엽다"
えっ！？　あ、ありがとう！\n可愛いよねー！　友達に、もらったんだけど……,"엣!? 고, 고마워!\n귀엽지ー! 친구한테, 받은 건데……"
ん、こないだ借りた\n飲み物代150円……\nありがとな,"자, 저번에 빌린\n음료값 150엔……\n고마워"
あら、よかったのに\n……でもそういう所\nきっちりしているものね,"어머, 괜찮은데\n……그래도 그런 부분\n확실하게 하고 있네"
アナタ、これ\n家に忘れていったでしょう？,"너, 이거\n집에 두고 갔었잖아?"
おー、サンキュー\n無いと思ってたんだよ,"오, 땡큐\n없어진 줄 알았어"
樹里ちゃんって\n弟いるっすか？,쥬리쨩은\n동생 있슴까?
え？\nや、弟はいねーけど……,"어?\n아니, 동생은 없는데……"
あさひもなんか飲むかー？\nジュース、好きなの\n選んでいいぞー,아사히도 뭐 마실래ー?\n주스 좋아하는 걸로\n골라도 돼
ありがとっす～！\nじゃあ～\nこれもらうっす！,고맙슴다~!\n그럼~\n이걸로 하겠슴다!
駅前にジャスティスⅤの\nカプセルトイあったけど\n……行くか？,역 앞에 저스티스V\n캡슐토이가 있었는데\n……갈래?
いいんですか……！？\n行きたいですっ！！！！！,그래도 되나요……!?\n가고 싶어요!!!!!
結華さーん！\nカメラを教えてほしいですーっ！,유이카 씨ー!\n카메라 가르쳐주세요ー!
おおっ……！？\n──よし、じゃあ一緒に\n放クラ撮りにいこっか！,"오오……!?\n──좋아, 그럼 같이\n방클걸을 찍으러 가볼까!"
樹里ちゃーん！\n樹里ちゃん樹里ちゃん樹里ちゃーん！！！,쥬리쨩ー!\n쥬리쨩 쥬리쨩 쥬리쨩ー!!!
おー、どうした果穂？,"어, 왜 그래, 카호?"
果穂ちゃんおすすめ回、背中で語るジャスティスブラックがめっちゃかっこよかった……！,"카호의 추천 회차, 등으로 말하는 저스티스 블랙이 엄청 멋있었어……!"
結華さん、見てくれたんですか！？　そうなんですっ、ブラックには大人のみりょくが──！,"유이카 씨, 봐주신 건가요!? 맞아요, 블랙에게는 어른의 매력이──!"
私、ピーちゃんっていう鳩を飼ってて……あの、えっと、摩美々ちゃんも確か……,"나, 피쨩이라는 비둘기를 기르고 있어서…… 그, 저기, 마미미쨩도 분명……"
んー\nカメレオンとヒョウモントカゲモドキー。ふふー、可愛いよー,"응ー\n카멜레온이랑 표범도마뱀붙이. 후후ー, 귀엽다구ー"
……愛依ちゃんが笑いかけてくれると、なんだかほわぁって気持ちになります……っ,"……메이쨩이 웃어주면, 뭔가 호왓 하는 기분이 들어요……"
アハハ！　うちも真乃ちゃん見てるとギュ～ってしたくなっちゃう！,아하하! 나도 마노쨩 보고 있으면 꼬옥~ 하고 싶어져!
真乃ちゃん\nほわほわしてて\nちょー可愛い！,마노쨩\n둥실둥실해서\n완전 귀여워!
ほわ……っ\nえっと、その……\nあ、ありがとうございます……っ,"호와……\n저기, 그……\n가, 감사합니다……"
摩美々ちゃんって\n髪ふわふわだよね～\n気持ちよさそう♪,마미미쨩은\n머리 둥실둥실하네~\n기분 좋을 것 같아♪
ふふー、意外と\nガッチガチだったりしてー,"후후ー, 의외로\n딱딱하거나 하고 막ー"
ピーちゃん、\n今度エンツォとモンドと\n遊んであげてー,"피쨩,\n다음에 엔초랑 몬도랑\n놀아줘ー"
ほわぁ、ピーちゃんも\n喜ぶと思います……っ\n私も会えたらうれしいな、ふふ,"호와, 피쨩도\n기뻐할 거예요……\n나도 만나보고 싶다, 후후"
なんかぁ、愛依って\nよくお菓子くれるよねー,"뭔가, 메이는\n과자 자주 주네ー"
マジ？\nそんなにあげてるっけ～,리얼?\n그렇게 자주 줬던가~
あさひ、この知恵の輪解ける？　難易度が一番高くて、誰も解けなかったの！,"아사히, 이 지혜의 고리 풀래? 난이도가 제일 높아서, 아무도 못 풀었어!"
ふーん？　貸してほしいっす\n…………\n……………………,흐음? 줘보셨음 함다\n…………\n……………………
『八宮めぐる』と『芹沢あさひ』\nって似てるっす！\nあははっ！,『하치미야 메구루』랑 『세리자와 아사히』\n닮았슴다!\n아하핫!
……？　あっ、本当だ！\n漢字とひらがなの組み合わせ！\nおそろいだねー！,"……? 앗, 진짜!\n한자랑 히라가나의 조합!\n똑같네ー!"
わあ！\nそのストラップ可愛い！\nどこに売ってたの？,와아!\n그 스트랩 귀엽다!\n어디서 산 거야?
ふふっ\n千雪工房作製\n非売品なの,후훗\n치유키공방 제작\n비매품이야
わ、まつ毛長いのね……！,"와, 속눈썹 길다……!"
……っ\nそ、そんな～♡\n千雪さんも、長いなー,"……\n아, 아니에요~♡\n치유키 씨도 기네요ー"
双子だと\nどんな面白いこと\nあるっすか？,쌍둥이면\n무슨 재밌는 일\n생김까?
甜花ちゃんと\n姉妹っていうだけで\n最高だよ☆,텐카쨩이랑\n자매라는 것만으로도\n최고야☆
あさひちゃん！\n裾が出てるかも,아사히쨩!\n옷자락 삐져나온 것 같은데
お、ホントだ\nよく気付けるっすね！,"오, 정말이다\n눈썰미가 좋으심다!"
ふはははぁ,후하하하
ダークヒーローって感じですっ！\nカッコいいですっ！！！！,다크 히어로 느낌이에요!\n엄청 멋있어요!!!!
双子でも趣味は違うんだねー,쌍둥이여도 취미는 다르네ー
えへへっ\nでも甘奈、甜花ちゃんと一緒に\nゲームしたりもするよー？,"에헤헷\n그치만 아마나, 텐카쨩이랑 같이\n게임하기도 한다구ー?"
摩美々さんは、\nは虫類を飼ってるって聞きました！,"마미미 씨는,\n파충류도 기른다고 들었어요!"
ふふー、写真見るー？,"후후ー, 사진 볼래ー?"
えっと……その……\n摩美々ちゃんのペットって……\n怖くない……？,으음…… 저기……\n마미미쨩 펫은……\n무섭지 않아……?
大人しくてー\n優しくてー\n可愛いよー,얌전하고ー\n다정하고ー\n귀여워ー
そっか、デビ太郎にも弟がいるんだ……！　甜花ちゃんと甘奈ちゃんにぴったりだね……！,"그렇구나, 데비타로도 동생이 있구나……! 텐카쨩이랑 아마나쨩한테 딱이네……!"
にへへ……うん……\n甜花と……なーちゃん……\nデビ太郎と……おんなじ……,니헤헤…… 응……\n텐카랑…… 나쨩……\n데비타로랑…… 똑같아……
冷蔵庫……\nプリンが……ふたつ……\nお土産……だって……,냉장고……\n푸딩이…… 두 개……\n선물…… 이래……
プリン！？　やったー！\n──甜花ちゃんは今食べる！？\nそれとも後で……！？,푸딩!? 앗싸ー!\n──텐카쨩은 지금 먹을래!?\n아님 나중에……!?
少し体を動かさないかい？\nご一緒するよ,조금 몸을 움직이지 않을래?\n함께 할게
いいの！？　バスケ……テニス……サッカーもいいなー！\n咲耶は何がしたいー？,정말!? 농구…… 테니스…… 축구도 괜찮겠다ー!\n사쿠야는 뭐 하고 싶어ー?
今度めぐるが助っ人する試合\n私も見に行ってもいいかしら？\n差し入れ持っていくわ,이번에 메구루가 도우미로 들어가는 시합\n나도 보러가도 될까?\n간식 가져갈게
もちろん！　すっごく嬉しいよ\nー！　かっこいいところ見せら\nれるように、頑張ります！,"당연하지! 너무 기뻐ー!\n멋있는 모습을 보여줄 수\n있도록, 열심히 할게요!"
咲耶みたいにかっこよくファンの子に接してみたいなー！,사쿠야처럼 멋있게 팬들을 대해보고 싶다ー!
おや、これは強力なライバル登場だね。フフ……,"어머, 이거 강력한 라이벌의 등장이네. 후후……"
夏葉さん\n車の運転って楽しい？,나츠하 씨\n운전하는 거 즐거워?
ええ、もちろん！\n今度、一緒に\nドライブしましょうか,"응, 물론이지!\n다음에 같이\n드라이브할까?"
げんこつやまの……♪,겐코츠 산의……♪
たーぬきさんっ♪,너ー구리 씨♪
霧子ちゃんのCM見てから、うちでピザトーストブームが起こったんだけどね──！,"키리코쨩의 CM 보고나서, 우리집에서 피자토스트 붐이 일어났었는데 말야──!"
ふふ……\nまいど……♪,후후……\n감사합니다……♪
樹里ー！\n明日寮に遊びに行ってもいい？,쥬리ー!\n내일 기숙사 놀러가도 돼?
おー、いいぜ\n夕飯も食べてくか？,"응, 좋지\n저녁도 먹고 갈래?"
助っ人って\nどういう部活から\n頼まれるんだ？,도우미는\n어떤 부활동에서\n부탁하는 거야?
陸上とか、テニスとか、水泳と\nか、色々！　運動部以外を手伝\nうこともあるよ！,"육상, 테니스, 수영,\n이곳저곳! 운동부 외에\n도와주는 곳도 있어!"
結華ちゃん、実家で猫ちゃん\n飼ってたんだよね……？？\nもふもふ……だった……！？,"유이카쨩, 본가에서 고양이\n키웠었지……??\n푹신푹신…… 했어……!?"
もふもふ……だった……！\nよければ自慢の写真と動画を見てください！！,푹신푹신…… 했어……!\n괜찮으시다면 제가 자랑하는 사진과 동영상을 봐주세요!!
２８３のチョコソムリエさーん\n最近の仕入れはどうですかー？,283의 쵸코 소믈리에 씨ー\n요즘 살만한 게 있나요ー?
ふふふ……！\nいいものが揃ってますよ、お客様……！,"후후후……!\n좋은 게 들어와있습죠, 손님……!"
あさたんのパワフルさを見習うべきか……！,아사땅의 파워풀함을 보고 배워볼까……!
冬優子ちゃんに\n怒られるっすよ？,후유코쨩한테\n혼난다구요?
あさたん……\nあさたんたん……\nあさたんたんたん……,아사땅……\n아사땅땅……\n아사땅땅땅……
おー\n順調に増えてってるね……！,오ー\n순조롭게 늘어나고 있네……!
肌のゆらぎとか\n感じる？,피부 처짐 같은 거\n느껴?
いえ……私はまだ\n毎日のケアが大切よね,아니…… 나는 아직\n매일매일 케어가 중요하지
今度ご飯でも行きましょう\nはづきも誘って！,다음에 밥이라도 같이 먹자\n하즈키도 불러서!
わ、ほろ酔い夏葉ちゃんが\n見れるかも♪,"와, 취한 나츠하쨩\n볼 수 있으려나♪"
あさひ、なんの本を見てるの？,"아사히, 무슨 책 보고 있어?"
………………\n……………………\n…………………………,………………\n……………………\n…………………………
わたしのこと\n占ってほしいっす！,저를\n점쳐주셨음 함다!
ご、ごめん。占いが好きなだけで、占うのは……おすすめのサイトは教えられるんだけど……,"미, 미안. 점을 좋아하지만 점치는 건…… 추천 사이트는 알려줄 수 있는데……"
わたしも恋鐘ちゃんみたいに料理上手を目指してみたい！,나도 코가네쨩처럼 요리 고수를 목표해보고 싶어!
うちが教えてやるけん\nすぐ達人になれるばい！,나가 알려줄 텡게\n금방 달인이 될 수 있어야!
色違いがいっぱいあるおすすめの雑貨屋さん、知ってる……？,"다양한 색 상품이 있는 추천할만한 잡화점, 알고 있어……?"
わぁ、お友達にプレゼント？\nもちろん、とっておきのお店\n教えちゃう,"와, 친구한테 줄 선물?\n물론, 소중히 간직해둔 가게\n알려줄게"
うち、外国に\n行ったことなかけん\n帰国子女って憧れるばい～！,"내, 외국에\n가본 적 없응께\n귀국자녀는 동경헌디야~!"
ありがとー！\nわたしも、方言って可愛くて憧れるなー……！,"고마워ー!\n나도, 사투리 귀여워서 동경하게 돼ー……!"
他のみんなには内緒とけど……\n寮のみんなにだけ\nカステラのあるとよ……！,다른 애들헌테는 비밀인디……\n기숙사 애들헌테만\n카스테라가 있어야……!
わ……！\nそれじゃあ\nこっそりね…………,와……!\n그러면\n살짝…………
ね、少し走らない？,"저기, 좀 뛰지 않을래?"
いいねいいね！\n河川敷まで行きたいなー！,좋다 좋다!\n하천 부지까지 가고 싶어ー!
コロッケ弁当と\nシャケのお弁当……\n迷ってるの……！,고로케 도시락이랑\n연어 도시락……\n고민중이야……!
ん～～～～！\nうちが食べたかとは\nシャケやけど……,음~~~~!\n나가 먹고 싶은 건\n연어인디……
あ！　冬優子ちゃん！\n昨日のアニメ見た～！？,아! 후유코쨩!\n어제 애니 봤어~!?
ちょ！　…………\n誰がいるかわかんないんだから\n後でにしなさい,잠깐! …………\n누가 있는지 모르니까\n나중에 얘기해
おはよう、灯織ちゃん！\n灯織ちゃんの髪、綺麗だね……\n特別なお手入れしてるの？,"안녕, 히오리쨩!\n히오리쨩 머리 예쁘네……\n특별히 따로 손질하고 있어?"
あ、ありがとうございます……\n一般的なこと以外は、特にしてないと思います……,"가, 감사합니다……\n일반적인 것 외에 특별히 하는 건 없는 것 같아요……"
愛依、何変な顔してんの,"메이, 뭘 이상한 얼굴 하고 있어"
待って、今ネイルしてるから……\n動いたらヨレる……！,"기다려, 지금 네일하고 있으니까……\n움직이면 비뚤어져……!"
冬優子さんにお化粧を教えてもらいたくて……ダメでしょうか……？,후유코 씨한테 화장을 배우고 싶어서…… 안될까요……?
ううん、ふゆでよければ喜んで♡,"아니야, 후유라도 괜찮다면 기뻐♡"
さあお姫様、\nお手をどうぞ,"자, 공주님,\n손을 이리로"
ふふっ\nありがとう、王子様っ♪,"후훗\n고마워요, 왕자님♪"
今日はふゆが、\n咲耶ちゃんをサポート\nする番だよ！,"오늘은 후유가,\n사쿠야쨩을 서포트해줄\n차례야!"
フフ、これは頼もしいね\n頼りにしているよ、騎士様？,"후후, 이거 믿음직하네\n의지하고 있다구, 기사님?"
え～っと、うちは\n魚座うおざ～……\n灯織は何座～～～？,"으음~, 나는\n물고기자리 물고기자리~……\n히오리는 무슨 자리~~~?"
私も魚座です\n一緒ですね……！,저도 물고기자리예요\n똑같네요……!
料理について、伺いたいことがあるんですけど……,"요리에 대해, 물어보고 싶은 게 있는데요……"
なんでも聞かんね～～～！！！\nなんば作りたかと！？,뭐든 물어보드라고~~~!!!\n뭐 만들고 싶어야!?
ふふっ……♪,후훗……♪
……っ！？\nふ……ふふ……♡,……!?\n후……후후……♡
ま、黛さん……！\n今日……お日様、ぽかぽか……\n絶好の、お昼寝びより……！,"마, 마유즈미 씨……!\n오늘…… 햇님, 따끈따끈……\n최고로, 낮잠자기 좋은 날……!"
わあっ……♪\nうん、ほんとにぽかぽか\nふゆも、眠くなってきちゃうな,"와아……♪\n응, 정말로 따끈따끈\n후유도, 졸리기 시작한 것 같아"
霧子ちゃんの肌、綺麗……\n真っ白で、お人形さんみたい,"키리코쨩의 피부, 예뻐……\n새하얘서, 인형 씨같아"
りんごの……\nおかげ……\nかな……？,사과……\n덕분……\n이려나……?
おはよう、甜花ちゃん\nふふ、もしかしてお眠さん？,"안녕, 텐카쨩\n후후, 혹시 잠꾸러기 씨?"
あう……\nちょっとだけ、お昼寝……\nしてもいい……？,"아으……\n조금만, 낮잠……\n자도 돼……?"
果穂って牛乳が苦手なんだよね……？\nソフトクリームは平気……？,카호는 우유 잘 못 마시는구나……?\n소프트 아이스크림은 괜찮아……?
ソフトクリームは食べれますっ！　好きですー！,소프트 아이스크림은 먹을 수 있어요! 좋아해요ー!
めぐるさんっ\n英語、教えてほしいですー！,메구루 씨\n영어 가르쳐주세요ー!
いいよー！　って、わたし、あんまり教えるの上手くないけど大丈夫かな……！？,"좋아ー! 그런데, 나 가르치는 건 잘 못하는데 괜찮을까……!?"
おはよう、恋鐘ちゃん！\n今日もばーりばりに、\n頑張ろうね！,"안녕, 코가네쨩!\n오늘도 겁ー나겁나게,\n열심히 하자!"
もっちろん！\nば～りばりばい、冬優子！,"물론이졔!\n겁~나겁나겁나, 후유코!"
凛世ちゃんって\n仕草がすっごく綺麗だね\n気品って言うのかな……,린제쨩은\n행동이 정말 예쁘네\n기품이 있다고 해야할까……
ふふ……\n緊張……いたします……,후후……\n긴장…… 됩니다……
一人暮らし自炊族としては\nこがたんの美味しいご飯、憧れるよねー……！,"혼자 사는 자취족으로서는\n코가땅의 맛있는 밥, 동경하게 되지ー……!"
そいやったら一緒に練習すればよかよ！　きっと100倍うまか～ってなるばい！,그라믄 같이 연습하믄 되지! 분명 100배 맛있구마~ 허게 될 거여!
この……\n香りは……,이……\n향기는……
……すんす～ん\nん～！\nおんなじシャンプーじゃなか～！？,……킁킁~\n음~!\n똑같은 샴푸 아니여~!?
落とされましたか……\nこちらの……\nキーホルダー……,잃어버리셨나요……\n이……\n키 홀더……
こ、これは……！\n──う、うん。ふゆのみたい！　ありがとう、凛世ちゃん,"이, 이건……!\n──으, 응. 후유 거 같아! 고마워, 린제쨩"
うちも結華みたいに\nスクーターとかバイクに\n乗れたらよかね～～～,나도 유이카처럼\n스쿠터나 바이크\n타보고 싶어야~~~
あー……う～ん……！\nこがたんはやめといた方が\nいいんじゃないかな……！,아ー……으음~……!\n코가땅은 안 타는 게\n좋지 않을까……!
んふふ～\n夕飯なんやろ～？\nおなか空いたばい！,응후후~\n저녁밥 뭘까~?\n배고프구마!
はい……\n今日の献立は……,네……\n오늘의 식단은……
うち、もっと冬優子と\n仲良くなりたか！\n同い年やもん～～～！,"내, 좀 더 후유코랑\n친해지고 싶어야!\n동갑내기잖여~~~!"
え……あ、う、うん！\nこちらこそだよ\n恋鐘ちゃん♡,"어……아, 으, 응!\n나야말로\n코가네쨩♡"
歯磨き粉２つ買うと安くてさ\nつい買っちまったんだけど……\n千雪さん、貰ってくれねーか？,"치약 두 개 사면 싸길래\n사버렸는데……\n치유키 씨, 받아가지 않을래?"
わぁ……いいの？\nじゃあミントのほう\nいただいちゃう,와아…… 그래도 돼?\n그럼 민트로 받아갈게
レッスン場に\n忘れ物しちゃって……,레슨실에\n두고 온 게 있어서……
あっ、じゃあ\n一緒に行こーぜ\n危ねーしな,"앗, 그럼\n같이 가자\n위험하니까"
私、この後……\nまた100円ショップに\n行ってみようと思うの……！,"나, 끝나고……\n다시 100엔숍에\n가보려고 해……!"
……！\nたこ焼きパーティー……\nですね……,……!\n타코야끼 파티……\n로군요……\n
……よって、ここの\n正解が導き出せる……\nということね、わかった？,"……따라서, 이\n정답을 이끌어낼 수 있다……\n이런 거네, 이해했어?"
なるほど！　ちょーわかった！\n夏葉ちゃん、\n先生も向いてるじゃん！,"그렇구나! 완전 이해됐어!\n나츠하쨩,\n선생님 해도 됐겠네!"
車って\nやっぱり気持ちいーい？,차 타면\n역시 기분 좋아ー?
天気がいい日のドライブ\nなんて最高よ！\n今度乗せてあげるわね,날씨 좋은 날 드라이브\n하면 최고야!\n다음에 태워줄게
粉骨砕身……\n粒粒辛苦……\n水滴石穿……,분골쇄신……\n입립신고……\n수적석천……
一意奮闘！\n感奮興起！\n切磋琢磨！,일의전심!\n감분흥기!\n절차탁마!
うちらってさ～\nマジうちらだよね～！,우리들 말야~\n리얼 우리들이지~!
マジうちらばい～～～！,참말로 우리들이여라~~~!
愛依はステージでは\nかっこよかけど\n普段は面白かね～！,메이는 스테이지에선\n멋있는디\n평소엔 재밌구마~!
アハハ～\nうち面白い系なの～？,아하하~\n나 재밌는 쪽이야~?
あのね……\nゲームのコツ、教えて！,"있잖아……\n게임 요령, 알려줘!"
え、えと……じゃあ……\nまずは、コントローラーの持ち方……\nこれにも……コツ、ある……,"어, 어어…… 그럼……\n우선은, 컨트롤러 잡는 법……\n여기에도…… 요령, 있어……"
トレーニングも\nゲームだと思えばいいのよ！,트레이닝도\n게임이라고 생각하면 돼!
甜花、まだ……低レベ……\n低レベ用、じゃないと……\nすぐ……死んじゃう……,"텐카, 아직…… 저레벨……\n저레벨용, 아니면……\n금방…… 죽을 거야……"
八宮さん……\nきらきらしてる……\nまぶしくて、かっこよくて……,"하치미야 씨……\n반짝반짝해……\n눈부시고, 멋지고……"
きらきらかぁ……！　わたしはイルミネだから、そう思ってもらえるとすっごく嬉しいよー！,"반짝반짝……! 나는 일루미네니까, 그렇게 생각해주면 엄청 기뻐ー!"
有栖川さんのスケジュール……\nすごい……\n甜花の一か月分を、一日で……,"아리스가와 씨 스케줄……\n굉장해……\n텐카 한달분이, 하루에……"
